CustomerID,OrderID,OrderDate,Returned,ShipDate,SalesPersonID,ShipModeID,RegionID
GM-14680,CA-2016-106243,2016-09-30,Not,2016-09-30,3,1,160
LR-17035,CA-2016-143406,2016-09-26,Not,2016-09-30,1,1,145
LS-16945,CA-2016-134362,2016-09-29,Not,2016-09-29,3,3,95
PS-18760,US-2016-101497,2016-09-29,Not,2016-09-29,2,2,31
JK-15730,CA-2016-108616,2016-09-29,Not,2016-09-29,4,1,458
SH-19975,CA-2016-109743,2016-09-22,Not,2016-09-29,4,1,449
KE-16420,CA-2016-140417,2016-09-25,Not,2016-09-29,2,1,393
AR-10540,CA-2016-138037,2016-09-29,Not,2016-09-29,2,1,64
JG-15160,CA-2016-123176,2016-09-27,Not,2016-09-29,4,2,156
RD-19660,CA-2016-151974,2016-09-22,Not,2016-09-29,3,1,67
TS-21505,CA-2016-113978,2016-09-25,Not,2016-09-29,3,1,176
DM-12955,CA-2016-106621,2016-09-29,Not,2016-09-29,2,2,262
ES-14080,CA-2016-108056,2016-09-29,Not,2016-09-29,2,1,257
ML-17410,CA-2016-125794,2016-09-29,Not,2016-09-29,2,1,31
MM-18280,US-2016-134656,2016-09-28,Not,2016-09-28,1,3,330
RA-19915,CA-2016-149979,2016-09-23,Not,2016-09-28,4,2,140
PW-19240,CA-2016-120257,2016-09-22,Not,2016-09-28,3,1,95
CR-12580,CA-2016-101742,2016-09-23,Not,2016-09-28,3,2,5
RD-19900,CA-2016-154235,2016-09-24,Not,2016-09-28,1,1,491
EH-13765,CA-2016-100944,2016-09-24,Not,2016-09-28,2,1,10
AS-10630,US-2016-155404,2016-09-22,Not,2016-09-28,4,1,17
AC-10660,CA-2016-158617,2016-09-22,Not,2016-09-28,1,1,327
RC-19960,US-2016-157728,2016-09-22,Not,2016-09-28,1,1,4
KL-16555,US-2016-129469,2016-09-23,Not,2016-09-27,3,1,25
HM-14860,US-2016-110170,2016-09-27,Not,2016-09-27,1,1,409
BM-11650,CA-2016-163202,2016-09-27,Not,2016-09-27,3,1,244
SW-20455,CA-2016-140249,2016-09-27,Not,2016-09-27,2,1,11
DP-13105,CA-2016-159009,2016-09-23,Not,2016-09-27,2,1,77
MH-17620,CA-2016-132017,2016-09-26,Not,2016-09-27,1,3,145
AS-10045,CA-2016-148747,2016-09-25,Not,2016-09-27,2,3,9
SM-20950,CA-2016-125724,2016-09-22,Not,2016-09-27,2,1,454
NF-18385,US-2016-157945,2016-09-26,Not,2016-09-26,1,1,373
LA-16780,CA-2016-155187,2016-09-24,Not,2016-09-26,2,2,102
SH-19975,US-2016-146794,2016-09-26,Not,2016-09-26,2,1,418
CS-12175,CA-2016-157714,2016-09-26,Not,2016-09-26,1,2,492
AC-10450,CA-2016-116232,2016-09-22,Not,2016-09-26,4,1,281
CM-12445,CA-2016-145898,2016-09-26,Not,2016-09-26,2,4,493
CM-11815,CA-2016-110730,2016-09-23,Not,2016-09-26,2,2,77
DV-13045,CA-2016-106656,2016-09-23,Not,2016-09-26,2,3,86
JS-15940,CA-2016-124016,2016-09-23,Not,2016-09-26,3,2,244
MK-17905,CA-2016-132479,2016-09-24,Not,2016-09-26,1,3,58
TN-21040,US-2016-109260,2016-09-26,Not,2016-09-26,4,1,119
SC-20380,US-2016-149790,2016-09-26,Not,2016-09-26,1,1,52
CS-12250,CA-2016-119641,2016-09-22,Not,2016-09-26,1,1,308
NH-18610,CA-2016-123722,2016-09-25,Not,2016-09-25,1,1,494
MM-17260,CA-2016-120355,2016-09-18,Not,2016-09-25,3,1,377
JW-16075,CA-2016-101385,2016-09-25,Not,2016-09-25,2,1,64
FM-14215,CA-2016-134516,2016-09-20,Not,2016-09-25,4,1,334
SZ-20035,CA-2016-135965,2016-09-22,Not,2016-09-25,3,3,22
DL-12865,US-2016-125402,2016-09-25,Not,2016-09-25,2,1,24
PK-19075,US-2016-134488,2016-09-24,Not,2016-09-24,3,1,26
GM-14695,CA-2016-100244,2016-09-20,Not,2016-09-24,2,1,68
CC-12430,US-2016-114888,2016-09-19,Not,2016-09-24,2,2,64
EB-13750,US-2016-147340,2016-09-24,Not,2016-09-24,2,4,9
CL-12700,CA-2016-108875,2016-09-24,Not,2016-09-24,2,1,293
HA-14905,CA-2016-145611,2016-09-20,Not,2016-09-24,3,1,22
EN-13780,CA-2016-126284,2016-09-20,Not,2016-09-24,1,1,4
HJ-14875,CA-2016-166772,2016-09-20,Not,2016-09-24,2,1,21
NP-18685,CA-2016-166653,2016-09-22,Not,2016-09-24,3,2,376
HM-14980,CA-2016-106075,2016-09-18,Not,2016-09-23,3,1,5
CS-12505,CA-2016-134208,2016-09-17,Not,2016-09-23,4,1,140
AM-10705,CA-2016-145905,2016-09-18,Not,2016-09-23,4,1,239
SW-20245,CA-2016-130267,2016-09-19,Not,2016-09-23,2,1,108
SD-20485,CA-2016-102932,2016-09-19,Not,2016-09-23,3,2,319
TP-21130,CA-2016-142370,2016-09-19,Not,2016-09-23,4,1,140
BS-11590,CA-2016-105900,2016-09-17,Not,2016-09-23,1,1,1
FH-14275,CA-2016-168557,2016-09-19,Not,2016-09-23,2,1,68
CC-12430,US-2016-148957,2016-09-17,Yes,2016-09-23,2,1,388
JS-15685,CA-2016-109806,2016-09-17,Yes,2016-09-22,2,1,72
NB-18655,CA-2016-140928,2016-09-18,Not,2016-09-22,4,1,88
LA-16780,CA-2016-164091,2016-09-17,Not,2016-09-22,3,1,495
LW-17215,CA-2016-111416,2016-09-17,Not,2016-09-22,3,1,22
AP-10720,CA-2016-120250,2016-09-19,Not,2016-09-22,3,3,95
PO-18850,CA-2016-111409,2016-09-18,Not,2016-09-22,4,1,88
JW-15220,CA-2016-133935,2016-09-18,Not,2016-09-22,2,1,188
BC-11125,US-2016-134369,2016-09-16,Not,2016-09-22,2,1,162
CK-12595,CA-2016-158610,2016-09-19,Not,2016-09-22,3,3,45
KD-16495,CA-2016-123337,2016-09-16,Not,2016-09-22,2,1,133
PO-18865,US-2016-152415,2016-09-17,Not,2016-09-22,3,1,496
BD-11320,CA-2016-110086,2016-09-18,Not,2016-09-22,2,1,258
RH-19510,CA-2016-168354,2016-09-19,Not,2016-09-21,3,3,45
SJ-20125,CA-2016-159730,2016-09-17,Not,2016-09-21,2,1,11
AH-10075,CA-2016-149797,2016-09-15,Not,2016-09-20,3,1,160
SV-20365,CA-2016-157511,2016-09-18,Not,2016-09-20,3,3,26
RB-19570,US-2016-128678,2016-09-15,Not,2016-09-20,2,1,21
JD-16150,CA-2016-116911,2016-09-15,Not,2016-09-20,2,1,497
TS-21610,CA-2016-131093,2016-09-17,Not,2016-09-20,3,2,147
AH-10585,CA-2016-160479,2016-09-15,Not,2016-09-20,2,1,21
EH-14125,US-2016-156097,2016-09-19,Not,2016-09-19,1,4,220
DB-13210,CA-2016-149370,2016-09-15,Not,2016-09-19,3,1,95
PN-18775,CA-2016-155439,2016-09-14,Not,2016-09-18,4,1,50
AG-10270,CA-2016-105732,2016-09-13,Not,2016-09-18,1,1,270
CR-12625,CA-2016-162159,2016-09-16,Yes,2016-09-18,4,3,140
CL-12565,CA-2016-153178,2016-09-14,Not,2016-09-18,3,1,132
LP-17095,CA-2016-103709,2016-08-09,Not,2016-09-15,2,1,498
AP-10720,US-2016-114174,2016-08-09,Not,2016-09-14,3,1,499
SE-20110,US-2016-115455,2016-08-09,Not,2016-09-14,1,1,352
DB-12910,CA-2016-137176,2016-09-09,Not,2016-09-14,1,2,48
AT-10735,CA-2016-112893,2016-09-09,Not,2016-09-13,2,2,108
TR-21325,CA-2016-110009,2016-08-09,Not,2016-09-13,2,1,11
JE-16165,CA-2016-114489,2016-05-12,Not,2016-09-12,1,1,438
KT-16465,CA-2016-112060,2016-04-12,Not,2016-09-12,2,1,64
GM-14440,CA-2016-161025,2016-03-12,Not,2016-09-12,2,1,10
MP-18175,CA-2016-163636,2016-05-12,Not,2016-09-12,1,2,98
EM-14095,CA-2016-161669,2016-07-11,Not,2016-09-11,2,3,72
EP-13915,US-2016-131611,2016-05-11,Not,2016-09-11,1,1,225
CC-12475,US-2016-139388,2016-07-11,Not,2016-09-11,3,3,126
KL-16555,US-2016-153815,2016-06-11,Not,2016-09-11,4,3,88
MF-17665,CA-2016-165827,2016-04-11,Not,2016-09-11,4,1,157
NP-18700,CA-2016-125094,2016-05-11,Not,2016-09-11,2,1,21
PJ-18835,CA-2016-160136,2016-03-11,Not,2016-09-11,1,1,125
LW-17215,CA-2016-132997,2016-07-11,Not,2016-09-11,3,3,29
DL-13495,CA-2016-127649,2016-07-10,Not,2016-09-10,2,3,171
TC-20980,CA-2016-118689,2016-02-10,Not,2016-09-10,1,1,46
MS-17830,CA-2016-131296,2016-04-10,Not,2016-09-10,3,1,128
MO-17500,CA-2016-102981,2016-06-09,Not,2016-09-09,3,2,22
JK-16120,US-2016-100566,2016-03-09,Not,2016-09-09,1,1,220
CS-11950,CA-2016-159737,2016-03-09,Not,2016-09-09,1,1,137
JC-15340,CA-2016-154536,2016-05-09,Not,2016-09-09,3,1,87
IL-15100,CA-2016-169971,2016-04-09,Not,2016-09-09,1,1,145
DB-13210,CA-2016-158778,2016-05-09,Not,2016-09-09,3,1,67
RP-19855,CA-2016-168774,2016-04-09,Not,2016-09-09,1,1,500
JP-15520,CA-2016-117604,2016-04-09,Not,2016-09-09,4,1,421
GH-14410,CA-2016-118934,2016-09-08,Not,2016-09-08,4,1,47
JD-15895,CA-2016-136329,2016-09-07,Not,2016-09-07,3,1,22
CC-12370,CA-2016-135265,2016-07-07,Not,2016-09-07,2,2,74
KL-16645,CA-2016-157749,2016-04-06,Not,2016-09-06,1,2,137
JS-15940,US-2016-134908,2016-05-06,Not,2016-09-06,3,1,67
GM-14680,US-2016-139710,2016-09-06,Not,2016-09-06,2,1,74
SC-20230,CA-2016-108350,2016-06-06,Not,2016-09-06,3,2,136
DB-13210,CA-2016-122448,2016-09-06,Not,2016-09-06,2,1,64
BF-11215,CA-2016-154662,2016-09-06,Not,2016-09-06,1,1,209
KB-16600,CA-2016-149671,2016-05-06,Not,2016-09-06,2,1,21
SS-20590,CA-2016-169166,2016-09-05,Not,2016-09-05,2,1,77
JW-16075,CA-2016-109176,2016-09-05,Not,2016-09-05,3,1,95
BF-11005,CA-2016-137729,2016-05-05,Not,2016-09-05,2,1,102
ZD-21925,US-2016-147991,2016-05-05,Not,2016-09-05,4,1,163
PS-18970,CA-2016-161158,2016-09-05,Not,2016-09-05,3,1,3
RS-19420,US-2016-159093,2016-09-05,Not,2016-09-05,2,1,72
MB-18085,CA-2016-112382,2016-09-05,Not,2016-09-05,1,1,225
RB-19465,CA-2016-105662,2016-05-05,Not,2016-09-05,4,1,119
CV-12805,US-2016-144057,2016-09-05,Yes,2016-09-05,1,1,114
YC-21895,CA-2016-110499,2016-07-04,Not,2016-09-04,2,3,9
EB-13750,CA-2016-126809,2016-09-04,Not,2016-09-04,2,1,11
SW-20350,CA-2016-128517,2016-09-04,Not,2016-09-04,1,2,56
HF-14995,CA-2016-117681,2016-09-04,Not,2016-09-04,2,1,102
EH-14185,CA-2016-167115,2016-04-04,Not,2016-09-04,3,1,22
ZD-21925,CA-2016-167682,2016-03-04,Not,2016-09-04,1,1,170
JH-16180,CA-2016-161907,2016-05-04,Not,2016-09-04,3,1,95
ES-14080,CA-2016-154998,2016-07-04,Not,2016-09-04,3,3,126
RB-19465,CA-2016-120803,2016-09-03,Not,2016-09-03,3,1,375
BE-11410,CA-2016-161662,2016-07-02,Not,2016-09-02,3,3,244
JR-16210,US-2016-112396,2016-09-02,Not,2016-09-02,2,1,9
JB-15400,CA-2016-101189,2016-04-02,Not,2016-09-02,2,1,10
EB-13975,US-2016-164630,2016-04-01,Not,2016-09-01,4,1,79
LA-16780,CA-2016-108882,2016-09-01,Not,2016-09-01,2,1,200
MF-17665,CA-2016-126543,2016-09-01,Not,2016-09-01,3,2,62
TP-21415,CA-2016-145303,2016-08-28,Not,2016-08-31,1,3,18
DR-12880,US-2016-127425,2016-08-26,Yes,2016-08-31,3,1,22
TP-21130,CA-2016-117408,2016-08-31,Not,2016-08-31,1,1,256
KD-16615,US-2016-102141,2016-08-26,Not,2016-08-31,3,1,3
PO-18850,US-2016-141544,2016-08-30,Not,2016-08-30,3,3,93
MH-18115,US-2016-160528,2016-08-23,Not,2016-08-30,1,1,355
MS-17770,CA-2016-150350,2016-08-23,Not,2016-08-30,2,1,21
BG-11740,CA-2016-165995,2016-08-30,Not,2016-08-30,2,1,31
SS-20515,US-2016-163538,2016-08-26,Not,2016-08-30,1,1,438
XP-21865,CA-2016-163174,2016-08-26,Not,2016-08-30,4,1,198
EB-13750,CA-2016-137652,2016-08-28,Not,2016-08-30,3,3,100
RB-19465,CA-2016-158568,2016-08-29,Not,2016-08-29,1,1,137
AB-10060,CA-2016-161207,2016-08-29,Not,2016-08-29,3,1,135
MO-17800,CA-2016-128727,2016-08-29,Not,2016-08-29,3,1,3
CC-12145,CA-2016-148201,2016-08-26,Not,2016-08-29,2,2,11
DJ-13510,CA-2016-128594,2016-08-26,Not,2016-08-29,2,3,86
GB-14530,CA-2016-159912,2016-08-29,Not,2016-08-29,3,1,87
TB-21355,CA-2016-117919,2016-08-27,Not,2016-08-29,1,2,145
MA-17560,US-2016-117793,2016-08-23,Not,2016-08-29,1,1,501
PW-19030,CA-2016-140256,2016-08-22,Not,2016-08-29,2,1,10
CR-12730,CA-2016-137239,2016-08-22,Not,2016-08-28,3,1,26
LC-16930,CA-2016-152289,2016-08-26,Not,2016-08-28,1,3,139
CS-12130,US-2016-144211,2016-08-28,Not,2016-08-28,2,1,502
TS-21430,US-2016-100405,2016-08-26,Not,2016-08-28,2,2,74
SC-20230,US-2016-126452,2016-08-21,Not,2016-08-28,2,1,102
SV-20815,CA-2016-160598,2016-08-26,Not,2016-08-28,4,3,299
SS-20875,US-2016-146710,2016-08-27,Not,2016-08-27,1,1,48
RF-19735,CA-2016-105585,2016-08-26,Yes,2016-08-27,2,3,133
TB-21055,CA-2016-145982,2016-08-27,Yes,2016-08-27,3,2,322
SG-20470,CA-2016-130484,2016-08-22,Not,2016-08-27,2,1,462
SU-20665,CA-2016-123414,2016-08-21,Not,2016-08-27,4,1,432
JP-15460,CA-2016-158001,2016-08-23,Not,2016-08-27,3,1,22
EM-13825,CA-2016-116764,2016-08-27,Not,2016-08-27,4,1,214
VG-21805,CA-2016-132094,2016-08-26,Not,2016-08-26,3,1,95
DD-13570,US-2016-148334,2016-08-22,Not,2016-08-26,1,1,145
AA-10480,CA-2016-114601,2016-08-26,Not,2016-08-26,1,1,101
DG-13300,US-2016-106313,2016-08-22,Not,2016-08-26,2,1,21
JK-15370,CA-2016-122581,2016-08-21,Not,2016-08-25,3,1,22
GG-14650,CA-2016-153353,2016-08-18,Not,2016-08-24,3,1,22
RP-19270,CA-2016-167983,2016-08-21,Not,2016-08-24,2,2,77
HW-14935,CA-2016-136133,2016-08-18,Not,2016-08-23,3,2,3
DW-13480,CA-2016-151141,2016-08-20,Not,2016-08-23,1,3,150
RB-19465,US-2016-146066,2016-08-21,Not,2016-08-23,3,2,93
TC-21475,US-2016-141880,2016-08-22,Not,2016-08-23,2,3,255
JP-15520,CA-2016-113117,2016-08-16,Not,2016-08-22,2,1,503
BD-11320,CA-2016-167241,2016-08-15,Not,2016-08-22,2,1,102
ME-17725,US-2016-123470,2016-08-15,Not,2016-08-21,2,1,293
NM-18520,US-2016-157308,2016-08-17,Not,2016-08-21,2,1,21
CY-12745,CA-2016-166163,2016-08-15,Not,2016-08-20,2,2,55
JC-15775,CA-2016-118626,2016-08-15,Not,2016-08-20,4,1,119
PK-19075,CA-2016-150343,2016-08-16,Not,2016-08-20,2,1,9
NF-18385,CA-2016-113551,2016-08-18,Not,2016-08-20,1,3,158
RP-19390,CA-2016-101980,2016-08-19,Not,2016-08-20,3,3,5
MA-17560,CA-2016-128916,2016-08-18,Not,2016-08-20,1,2,121
AO-10810,CA-2016-148096,2016-08-16,Not,2016-08-19,2,3,74
CT-11995,US-2016-141264,2016-08-13,Not,2016-08-19,1,1,494
TS-21160,CA-2016-156251,2016-08-13,Not,2016-08-18,1,2,504
JM-15580,CA-2016-136021,2016-08-14,Not,2016-08-18,2,1,74
SP-20650,CA-2016-136770,2016-08-14,Not,2016-08-18,3,1,254
EM-14065,CA-2016-155670,2016-08-13,Not,2016-08-17,4,2,232
CC-12370,CA-2016-154690,2016-08-15,Not,2016-08-17,4,2,248
TR-21325,CA-2016-119515,2016-08-14,Not,2016-08-16,4,3,7
RF-19840,CA-2016-125843,2016-08-13,Not,2016-08-16,4,3,189
CA-12055,CA-2016-107328,2016-08-08,Not,2016-08-15,2,1,72
CC-12145,CA-2016-130078,2016-08-08,Not,2016-08-14,1,1,351
CM-12655,CA-2016-169026,2016-08-08,Not,2016-08-13,4,1,92
VG-21790,CA-2016-151092,2016-06-08,Not,2016-08-13,2,1,122
HG-15025,US-2016-156692,2016-08-13,Not,2016-08-13,4,4,505
MK-18160,US-2016-108455,2016-02-12,Yes,2016-08-12,2,1,68
EB-13840,CA-2016-139885,2016-04-12,Not,2016-08-12,3,1,22
CJ-12010,US-2016-161683,2016-03-12,Not,2016-08-12,3,1,67
LM-17065,CA-2016-105277,2016-04-12,Not,2016-08-12,3,1,246
DB-13270,CA-2016-163804,2016-02-12,Not,2016-08-12,3,1,45
RF-19345,CA-2016-145009,2016-05-12,Not,2016-08-12,1,2,137
AS-10225,CA-2016-143154,2016-02-12,Not,2016-08-12,2,1,506
AS-10285,CA-2016-163755,2016-04-11,Not,2016-08-11,2,2,11
AP-10915,CA-2016-168893,2016-03-11,Not,2016-08-11,4,2,175
XP-21865,CA-2016-109365,2016-03-11,Not,2016-08-11,2,1,10
JH-15985,CA-2016-148908,2016-05-11,Not,2016-08-11,2,3,64
CW-11905,CA-2016-119018,2016-04-11,Not,2016-08-11,2,1,102
CC-12475,CA-2016-158260,2016-04-11,Not,2016-08-11,2,1,86
SM-20005,US-2016-111563,2016-04-11,Not,2016-08-11,1,1,145
EB-13870,CA-2016-144939,2016-03-10,Not,2016-08-10,3,1,22
JE-15745,US-2016-162026,2016-08-10,Not,2016-08-10,2,4,72
DR-12940,US-2016-140158,2016-04-10,Not,2016-08-10,3,1,45
AH-10690,CA-2016-145709,2016-04-10,Not,2016-08-10,4,1,507
BG-11740,CA-2016-145240,2016-06-09,Not,2016-08-09,1,3,121
CV-12295,CA-2016-123120,2016-04-09,Not,2016-08-09,3,1,160
AA-10645,CA-2016-131205,2016-04-09,Not,2016-08-09,4,1,231
RL-19615,CA-2016-144764,2016-02-09,Not,2016-08-09,1,1,98
HF-14995,US-2016-147711,2016-03-09,Not,2016-08-09,3,2,128
PJ-19015,CA-2016-153101,2016-08-09,Not,2016-08-09,2,4,230
TG-21310,CA-2016-166429,2016-02-09,Not,2016-08-09,2,1,508
MH-17620,CA-2016-153185,2016-03-09,Not,2016-08-09,3,1,100
MB-18085,CA-2016-142524,2016-04-09,Not,2016-08-09,1,1,275
ML-17755,CA-2016-110254,2016-04-08,Not,2016-08-08,4,1,364
CC-12220,CA-2016-155474,2016-08-07,Not,2016-08-07,2,1,21
ZD-21925,CA-2016-152471,2016-08-07,Not,2016-08-07,4,4,88
KH-16360,CA-2016-101469,2016-02-07,Not,2016-08-07,4,1,71
GB-14530,CA-2016-164672,2016-08-05,Not,2016-08-05,3,2,509
CL-12565,CA-2016-106530,2016-08-05,Not,2016-08-05,3,4,176
PJ-18835,CA-2016-112676,2016-05-05,Not,2016-08-05,4,3,402
DM-13015,CA-2016-160500,2016-05-05,Not,2016-08-05,2,3,65
CB-12415,CA-2016-163398,2016-03-05,Not,2016-08-05,1,1,76
DL-12865,CA-2016-154060,2016-02-05,Not,2016-08-05,4,1,334
BE-11455,US-2016-146857,2016-06-05,Not,2016-08-05,1,2,275
JL-15505,CA-2016-138520,2016-08-04,Not,2016-08-04,3,1,22
BB-10990,CA-2016-103947,2016-01-04,Not,2016-08-04,2,1,510
EH-14125,CA-2016-104969,2016-08-04,Not,2016-08-04,3,1,434
CK-12595,CA-2016-124233,2016-08-04,Not,2016-08-04,2,1,122
PG-18820,CA-2016-150000,2016-08-04,Not,2016-08-04,4,1,300
CK-12325,CA-2016-134789,2016-08-04,Not,2016-08-04,4,1,511
BC-11125,CA-2016-123050,2016-04-04,Not,2016-08-04,3,2,350
ZC-21910,CA-2016-169103,2016-08-03,Not,2016-08-03,4,1,299
PG-18820,CA-2016-106306,2016-08-03,Not,2016-08-03,2,4,116
BH-11710,CA-2016-112123,2016-03-03,Yes,2016-08-03,3,1,138
RF-19345,CA-2016-122518,2016-04-03,Not,2016-08-03,4,2,157
CC-12670,CA-2016-167759,2016-03-03,Yes,2016-08-03,1,2,491
ON-18715,US-2016-151862,2016-01-03,Not,2016-08-03,2,1,164
CC-12220,CA-2016-145730,2016-03-03,Not,2016-08-03,1,1,107
RD-19480,CA-2016-164637,2016-04-03,Not,2016-08-03,1,1,512
AA-10315,CA-2016-103982,2016-03-03,Not,2016-08-03,1,1,14
SP-20650,US-2016-140172,2016-08-03,Yes,2016-08-03,1,1,315
EM-13810,CA-2016-158358,2016-04-03,Not,2016-08-03,3,1,513
TB-21520,CA-2016-117912,2016-04-02,Not,2016-08-02,2,1,510
MH-17440,CA-2016-163048,2016-08-02,Not,2016-08-02,1,1,225
NS-18640,CA-2016-144645,2016-02-02,Not,2016-08-02,1,1,145
BP-11185,CA-2016-158211,2016-04-01,Not,2016-08-01,3,1,93
VS-21820,US-2016-137295,2016-08-01,Not,2016-08-01,4,1,286
CA-12310,US-2016-116365,2016-03-01,Not,2016-08-01,1,1,107
BO-11350,CA-2016-105207,2016-03-01,Not,2016-08-01,1,1,490
SC-20095,CA-2016-126158,2016-07-25,Not,2016-07-31,2,1,44
KL-16645,CA-2016-133550,2016-07-31,Not,2016-07-31,1,1,150
PW-19240,US-2016-131891,2016-07-29,Not,2016-07-31,4,3,514
AH-10690,CA-2016-144148,2016-07-31,Not,2016-07-31,2,1,68
LS-16975,CA-2016-112025,2016-07-30,Not,2016-07-30,1,1,121
KH-16360,CA-2016-137743,2016-07-30,Not,2016-07-30,1,1,98
RW-19630,CA-2016-112585,2016-07-30,Not,2016-07-30,2,3,68
RR-19525,CA-2016-115525,2016-07-25,Not,2016-07-29,3,1,62
KH-16630,CA-2016-103037,2016-07-25,Not,2016-07-29,1,1,121
JO-15145,CA-2016-116344,2016-07-29,Not,2016-07-29,3,1,95
MT-17815,CA-2016-104157,2016-07-25,Not,2016-07-29,4,1,92
BE-11335,CA-2016-128307,2016-07-25,Not,2016-07-29,1,1,145
KN-16705,CA-2016-140613,2016-07-22,Not,2016-07-29,2,1,515
OT-18730,CA-2016-107783,2016-07-28,Not,2016-07-29,3,3,516
RH-19555,CA-2016-164574,2016-07-29,Not,2016-07-29,4,1,79
SC-20680,CA-2016-143924,2016-07-28,Not,2016-07-28,1,1,517
KM-16660,CA-2016-140046,2016-07-28,Not,2016-07-28,2,1,122
CK-12205,CA-2016-112256,2016-07-23,Not,2016-07-28,1,1,399
BF-11005,US-2016-105452,2016-07-28,Not,2016-07-28,1,1,139
SH-19975,US-2016-115441,2016-07-25,Not,2016-07-28,1,2,63
JB-15400,CA-2016-165316,2016-07-23,Not,2016-07-27,4,1,149
CJ-12010,CA-2016-122392,2016-07-22,Not,2016-07-27,3,1,518
CB-12415,CA-2016-147417,2016-07-25,Not,2016-07-27,3,3,26
LB-16735,CA-2016-111115,2016-07-25,Not,2016-07-27,2,2,122
NF-18475,CA-2016-162404,2016-07-23,Not,2016-07-27,1,1,58
DK-13375,US-2016-111290,2016-07-22,Not,2016-07-26,1,1,519
KM-16375,CA-2016-149454,2016-07-25,Not,2016-07-26,4,3,71
BP-11290,CA-2016-142895,2016-07-21,Not,2016-07-26,4,1,415
DK-12835,CA-2016-160941,2016-07-21,Not,2016-07-26,2,1,190
DB-12970,CA-2016-162943,2016-07-24,Not,2016-07-26,3,2,22
IL-15100,CA-2016-111318,2016-07-23,Not,2016-07-26,1,3,145
MF-17665,CA-2016-114307,2016-07-22,Yes,2016-07-26,3,1,117
JS-16030,CA-2016-163776,2016-07-19,Not,2016-07-25,4,1,111
BC-11125,CA-2016-149335,2016-07-25,Not,2016-07-25,2,4,68
JG-15160,CA-2016-102498,2016-07-24,Not,2016-07-25,4,3,36
DL-13495,CA-2016-144855,2016-07-22,Not,2016-07-24,2,2,9
LS-16945,CA-2016-114727,2016-07-18,Yes,2016-07-24,2,1,164
KH-16330,CA-2016-157763,2016-07-18,Not,2016-07-23,4,1,61
CC-12610,CA-2016-146521,2016-07-21,Not,2016-07-23,3,2,67
JP-15460,CA-2016-161676,2016-07-18,Not,2016-07-23,2,1,116
SV-20935,CA-2016-124681,2016-07-18,Not,2016-07-23,1,2,125
PJ-19015,CA-2016-137939,2016-07-20,Not,2016-07-23,3,2,132
RA-19885,CA-2016-101343,2016-07-17,Not,2016-07-22,2,1,10
AM-10360,CA-2016-157000,2016-07-16,Not,2016-07-22,1,1,224
AA-10480,CA-2016-121671,2016-07-17,Not,2016-07-22,1,1,275
DK-13375,US-2016-139087,2016-07-17,Not,2016-07-22,2,2,21
NP-18670,CA-2016-162110,2016-07-18,Not,2016-07-22,2,1,104
AT-10735,CA-2016-116603,2016-07-17,Not,2016-07-22,3,1,3
NK-18490,CA-2016-102561,2016-07-18,Not,2016-07-22,3,1,95
CK-12205,US-2016-100720,2016-07-16,Not,2016-07-21,3,1,87
MC-17590,CA-2016-131835,2016-07-17,Not,2016-07-21,3,1,433
RH-19510,CA-2016-122322,2016-07-15,Not,2016-07-21,2,1,311
JG-15310,CA-2016-141957,2016-07-21,Not,2016-07-21,3,4,43
TC-21535,CA-2016-157217,2016-07-19,Not,2016-07-21,2,3,9
JD-15895,CA-2016-157161,2016-07-16,Not,2016-07-20,4,2,50
MC-17425,US-2016-168095,2016-07-15,Not,2016-07-20,2,1,112
AR-10570,CA-2016-157588,2016-07-14,Not,2016-07-19,4,1,140
SW-20755,CA-2016-137050,2016-07-14,Not,2016-07-18,3,2,5
DR-12880,CA-2016-117282,2016-07-14,Not,2016-07-18,3,1,5
MC-17425,CA-2016-130050,2016-07-16,Not,2016-07-18,1,2,225
RE-19450,CA-2016-169215,2016-07-14,Not,2016-07-18,3,2,246
JS-15880,CA-2016-115483,2016-07-14,Not,2016-07-18,1,2,494
RB-19360,CA-2016-109953,2016-07-14,Not,2016-07-18,2,1,68
ES-14080,CA-2016-136924,2016-07-14,Yes,2016-07-17,2,3,223
TP-21130,CA-2016-120180,2016-07-14,Not,2016-07-16,3,3,67
BM-11785,CA-2016-101966,2016-07-14,Not,2016-07-16,1,2,225
RH-19600,CA-2016-101378,2016-07-14,Not,2016-07-14,4,4,30
CC-12100,CA-2016-129308,2016-07-07,Not,2016-07-13,3,1,87
MJ-17740,CA-2016-106397,2016-07-07,Not,2016-07-13,2,1,268
GG-14650,US-2016-114776,2016-06-12,Not,2016-07-12,2,3,520
RD-19480,CA-2016-136434,2016-01-12,Not,2016-07-12,1,1,170
JG-15160,CA-2016-108434,2016-05-12,Not,2016-07-12,3,2,3
AG-10300,CA-2016-143749,2016-05-12,Not,2016-07-12,3,3,331
TP-21130,CA-2016-109722,2016-05-12,Not,2016-07-12,4,2,231
MM-17920,CA-2016-122063,2016-03-12,Not,2016-07-12,1,1,170
KD-16495,US-2016-113985,2016-02-12,Not,2016-07-12,2,1,133
JF-15190,US-2016-155103,2016-02-12,Not,2016-07-12,3,1,3
RD-19720,CA-2016-149762,2016-03-12,Not,2016-07-12,2,1,521
SF-20200,CA-2016-127250,2016-03-11,Not,2016-07-11,2,1,475
XP-21865,CA-2016-129196,2016-01-11,Not,2016-07-11,1,1,137
